Data,Cidade, Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima,Temperatura_Maxima,Vento_Velocidade_Minima,Vento_Velocidade_Maxima,Vento_Direcao,Vento_Intensidade
15/03/2025,Marechal Thaumaturgo - AC,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,29,65,95,SE,Fracos
16/03/2025,Marechal Thaumaturgo - AC,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,29,65,95,SE - E,Fracos
17/03/2025,Marechal Thaumaturgo - AC,Nublado com pancadas de chuva e trovoadas,Estavel,23,28,65,95,S - SE,Fracos
18/03/2025,Marechal Thaumaturgo - AC,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,30,55,100,NE - E,Fracos
19/03/2025,Marechal Thaumaturgo - AC,Nublado a encoberto com pancadas de chuva e trovoadas,Estavel,24,28,40,100,E - SE,Fracos
20/03/2025,Marechal Thaumaturgo - AC,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,30,55,100,SE,Fracos
21/03/2025,Marechal Thaumaturgo - AC,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,30,50,100,NE - E,Fracos
22/03/2025,Marechal Thaumaturgo - AC,Nublado com pancadas de chuva e trovoadas,Estavel,23,30,40,100,NW,Fracos
23/03/2025,Marechal Thaumaturgo - AC,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,32,45,95,NW - N,Fracos
24/03/2025,Marechal Thaumaturgo - AC,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,31,55,100,N - NW,Fracos
25/03/2025,Marechal Thaumaturgo - AC,Nublado com pancadas de chuva e trovoadas,Estavel,23,32,60,100,NW - N,Fracos
26/03/2025,Marechal Thaumaturgo - AC,Nublado a encoberto com chuva,Estavel,23,29,70,100,NW - N,Fracos
27/03/2025,Marechal Thaumaturgo - AC,Nublado com pancadas de chuva e trovoadas,Estavel,23,32,60,100,NW - N,Fracos
28/03/2025,Marechal Thaumaturgo - AC,Nublado com pancadas de chuva e trovoadas,Estavel,23,32,60,100,NW - N,Fracos
29/03/2025,Marechal Thaumaturgo - AC,Nublado com pancadas de chuva e trovoadas,Estavel,24,31,60,100,NW - N,Fracos
30/03/2025,Marechal Thaumaturgo - AC,Nublado com pancadas de chuva e trovoadas,Estavel,23,31,60,100,NW - N,Fracos
01/03/2025,Marituba - PA,Nublado com chuva a tarde e a noite,Estavel,23,29,80,97,NE,Fracos
02/03/2025,Marituba - PA,Nublado com chuva a tarde,Estavel,23,29,80,98,NE,Fracos
03/03/2025,Marituba - PA,Nublado com chuva a tarde e a noite,Estavel,24,29,79,97,NE,Fracos
07/03/2025,Marituba - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,24,31,70,100,E - NE,Fracos/Moderados
08/03/2025,Marituba - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,100,E - NE,Fracos/Moderados
09/03/2025,Marituba - PA,Parcialmente nublado a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,30,65,100,E - NE,Fracos/Moderados
10/03/2025,Marituba - PA,Parcialmente nublado a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,30,65,100,E - NE,Fracos/Moderados
11/03/2025,Marituba - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
12/03/2025,Marituba - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
13/03/2025,Marituba - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
14/03/2025,Marituba - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
15/03/2025,Marituba - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
16/03/2025,Marituba - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
17/03/2025,Marituba - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
18/03/2025,Marituba - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,30,77,97,NE,Fracos
19/03/2025,Marituba - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,30,77,97,NE,Fracos
20/03/2025,Marituba - PA,Nublado com chuva a tarde,Estavel,24,29,82,97,NE,Fracos
21/03/2025,Marituba - PA,Parcialmente nublado a nublado com chuva a qualquer hora do dia,Estavel,24,30,76,97,NE,Fracos
22/03/2025,Marituba - PA,Parcialmente nublado a nublado com chuva a tarde,Estavel,24,30,75,97,NE,Fracos
23/03/2025,Marituba - PA,Parcialmente nublado a nublado com chuva em areas isoladas a tarde,Estavel,24,30,73,98,NE,Fracos
24/03/2025,Marituba - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,31,69,97,NE,Fracos
25/03/2025,Marituba - PA,Parcialmente nublado a encoberto com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,100,NE,Fracos
26/03/2025,Marituba - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,24,32,65,95,E - NE,Fracos
27/03/2025,Marituba - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,95,E - NE,Fracos
28/03/2025,Marituba - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,95,E - NE,Fracos
29/03/2025,Marituba - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,24,32,65,95,NE - NW,Fracos
30/03/2025,Marituba - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,25,33,65,95,NE - NW,Fracos
31/03/2025,Marituba - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,25,33,65,95,NE - NW,Fracos
01/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,32,60,100,NE,Fracos
02/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,E - NE,Fracos
03/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,30,70,100,E - NE,Fracos
04/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,30,70,100,E - NE,Fracos
05/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,30,70,100,E - NE,Fracos
06/03/2025,Maues - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,60,95,E - SE,Fracos
07/03/2025,Maues - AM,Nublado com chuva e trovoadas,Estavel,23,30,70,100,NE - E,Fracos
08/03/2025,Maues - AM,Nublado a parcialmente nublado com chuva e trovoadas,Estavel,24,29,70,100,NE - SE,Fracos
09/03/2025,Maues - AM,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,60,100,NE - SE,Fracos
10/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,32,60,100,NE,Fracos
11/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,31,65,100,E - NE,Fracos
12/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - NE,Fracos
13/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,NE - E,Fracos
14/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,31,65,100,E,Fracos
15/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,NE - E,Fracos
16/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,25,32,65,100,E - NE,Fracos
17/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,24,31,65,100,E - NE,Fracos
18/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E,Fracos
19/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - NE,Fracos
20/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,30,70,100,E - NE,Fracos
21/03/2025,Maues - AM,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,60,100,NE - E,Fracos
22/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,30,70,100,NE - E,Fracos
23/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,31,65,100,NE - E,Fracos
24/03/2025,Maues - AM,Nublado a parcialmente nublado com chuva,Estavel,23,30,70,90,E - NE,Fracos
25/03/2025,Maues - AM,Encoberto a parciamente nublado com chuva,Estavel,23,29,75,95,SE - NE,Fracos
26/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,E,Fracos
27/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - NE,Fracos
28/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,29,75,100,E - NE,Fracos
29/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,NE - E,Fracos
30/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,29,75,100,E - NE,Fracos
31/03/2025,Maues - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,30,70,100,NE,Fracos
01/03/2025,Mazagao - AP,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas ao final da tarde,Estavel,24,32,60,90,NE,Fracos
02/03/2025,Mazagao - AP,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas ao final da tarde,Estavel,24,32,60,90,NE,Fracos
03/03/2025,Mazagao - AP,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas ao final da tarde,Estavel,24,32,60,90,NE,Fracos
04/03/2025,Mazagao - AP,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas ao final da tarde,Estavel,24,32,60,90,NE,Fracos
05/03/2025,Mazagao - AP,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas ao final da tarde,Estavel,24,32,60,90,NE,Fracos
07/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,23,29,60,95,NE,Fracos
08/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,23,29,60,95,NE,Fracos
09/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,23,29,60,95,NE,Fracos
10/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e no inicio da noite,Estavel,23,29,60,95,NE,Fracos
11/03/2025,Mazagao - AP,Nublado com chuva a qualquer hora do dia,Estavel,24,30,76,98,NE,Fracos
12/03/2025,Mazagao - AP,Nublado a parcialmente nublado com chuva a qualquer hora do dia,Estavel,24,29,81,99,NE,Fracos
13/03/2025,Mazagao - AP,Parcialmente nublado a nublado com chuva a tarde,Estavel,24,30,78,98,NE,Fracos
15/03/2025,Mazagao - AP,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,30,76,100,NE,Fracos
16/03/2025,Mazagao - AP,Parcialmente nublado a nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,24,30,78,98,NE,Fracos
17/03/2025,Mazagao - AP,Parcialmente nublado a nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,24,30,79,98,NE,Fracos
18/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,30,70,100,NE,Fracos
19/03/2025,Mazagao - AP,Encoberto a parciamente nublado com chuva e trovoadas pela manha e no inicio da tarde,Estavel,24,29,70,100,NE,Fracos
20/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,32,70,95,NE,Fracos
21/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,32,70,95,NE,Fracos
22/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,70,100,NE,Fracos
23/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,70,100,NE,Fracos
24/03/2025,Mazagao - AP,Parcialmente nublado a encoberto com chuva e trovoadas a tarde e no inicio da noite,Estavel,24,32,70,100,NE,Fracos
25/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,23,29,76,100,NE,Fracos/Moderados
26/03/2025,Mazagao - AP,Parcialmente nublado a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,76,100,NE,Fracos/Moderados
27/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,23,30,76,100,NE,Fracos/Moderados
28/03/2025,Mazagao - AP,Nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,30,70,100,NE,Fracos/Moderados
29/03/2025,Mazagao - AP,Nublado a parcialmente nublado com pancadas de chuva e trovoadas pela manha e a tarde,Estavel,23,30,70,100,NE,Fracos
30/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,31,70,100,NE,Fracos/Moderados
31/03/2025,Mazagao - AP,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e no inicio da noite,Estavel,23,32,70,100,NE,Fracos/Moderados
01/03/2025,Medicilandia - PA,Nublado a parcialmente nublado com chuva entre o final da tarde e o inicio da noite,Estavel,23,30,77,100,NE,Fracos
02/03/2025,Medicilandia - PA,Nublado com chuva a qualquer hora do dia,Estavel,23,30,72,99,NE,Fracos
03/03/2025,Medicilandia - PA,Nublado com chuva a qualquer hora do dia,Estavel,23,30,77,99,NE,Fracos
07/03/2025,Medicilandia - PA,Nublado com chuva e trovoadas a qualquer hora do dia,Declinio,22,29,75,100,E - NE,Fracos/Moderados
08/03/2025,Medicilandia - PA,Nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,65,100,E - NE,Fracos/Moderados
09/03/2025,Medicilandia - PA,Nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,65,100,E - NE,Fracos/Moderados
10/03/2025,Medicilandia - PA,Nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,23,30,65,100,E - NE,Fracos/Moderados
11/03/2025,Medicilandia - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
12/03/2025,Medicilandia - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
13/03/2025,Medicilandia - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
14/03/2025,Medicilandia - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
15/03/2025,Medicilandia - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
16/03/2025,Medicilandia - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
17/03/2025,Medicilandia - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
18/03/2025,Medicilandia - PA,Nublado com chuva a qualquer hora do dia,Estavel,23,30,73,100,NE,Fracos
19/03/2025,Medicilandia - PA,Nublado com chuva em areas isoladas a tarde,Estavel,23,29,78,100,NE,Fracos
20/03/2025,Medicilandia - PA,Nublado com chuva a qualquer hora do dia,Estavel,23,30,77,100,NE,Fracos
21/03/2025,Medicilandia - PA,Nublado com chuva a tarde e a noite,Estavel,23,30,76,100,NE,Fracos
22/03/2025,Medicilandia - PA,Nublado com chuva a tarde e a noite,Estavel,23,30,75,100,NE,Fracos
23/03/2025,Medicilandia - PA,Nublado com chuva a qualquer hora do dia,Estavel,23,30,72,100,NE,Fracos
24/03/2025,Medicilandia - PA,Nublado com chuva a qualquer hora do dia,Estavel,23,31,70,100,NE,Fracos
25/03/2025,Medicilandia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e no inicio da noite,Estavel,23,31,70,95,NE,Fracos
26/03/2025,Medicilandia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e no inicio da noite,Estavel,23,31,70,95,NE,Fracos
27/03/2025,Medicilandia - PA,Nublado a parcialmente nublado com chuva e trovoadas na madrugada,Estavel,23,30,70,95,NE,Fracos
28/03/2025,Medicilandia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,23,31,70,100,NE,Fracos
29/03/2025,Medicilandia - PA,Encoberto a parciamente nublado com chuva e trovoadas na madrugada,Estavel,23,30,70,100,NE,Fracos
30/03/2025,Medicilandia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da manha e o inicio da tarde,Estavel,23,31,70,95,NE,Fracos
31/03/2025,Medicilandia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da manha e o inicio da tarde,Estavel,23,31,70,95,NE,Fracos
01/03/2025,Melgaco - PA,Nublado com chuva entre o final da tarde e o inicio da noite,Estavel,23,29,84,100,NE,Fracos
02/03/2025,Melgaco - PA,Nublado com chuva a tarde e a noite,Estavel,23,29,84,100,NE,Fracos
03/03/2025,Melgaco - PA,Nublado com chuva a qualquer hora do dia,Estavel,23,29,79,100,NE,Fracos
07/03/2025,Melgaco - PA,Nublado com chuva e trovoadas a qualquer hora do dia,Estavel,22,28,70,100,E - NE,Fracos/Moderados
08/03/2025,Melgaco - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Estavel,23,31,65,100,E - NE,Fracos/Moderados
09/03/2025,Melgaco - PA,Parcialmente nublado a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,70,100,E - NE,Fracos/Moderados
10/03/2025,Melgaco - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,23,29,70,100,E - NE,Fracos/Moderados
11/03/2025,Melgaco - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
12/03/2025,Melgaco - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
13/03/2025,Melgaco - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
14/03/2025,Melgaco - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
15/03/2025,Melgaco - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
16/03/2025,Melgaco - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
17/03/2025,Melgaco - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
18/03/2025,Melgaco - PA,Nublado com chuva a qualquer hora do dia,Estavel,24,30,76,100,NE,Fracos
19/03/2025,Melgaco - PA,Nublado com chuva a tarde,Estavel,24,29,81,100,NE,Fracos
20/03/2025,Melgaco - PA,Nublado com chuva a qualquer hora do dia,Estavel,23,29,81,100,NE,Fracos
21/03/2025,Melgaco - PA,Nublado com chuva a qualquer hora do dia,Estavel,24,30,77,100,NE,Fracos
22/03/2025,Melgaco - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,76,100,NE,Fracos
23/03/2025,Melgaco - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,23,31,68,100,NE,Fracos
24/03/2025,Melgaco - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,67,100,NE,Fracos
25/03/2025,Melgaco - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,70,95,NE,Fracos
26/03/2025,Melgaco - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,70,95,NE,Fracos
27/03/2025,Melgaco - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas entre o final da tarde e o inicio da noite,Estavel,23,32,70,95,NE,Fracos
28/03/2025,Melgaco - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,23,31,70,95,NE,Fracos
29/03/2025,Melgaco - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas entre o final da tarde e o inicio da noite,Estavel,23,31,70,95,NE - E,Fracos
30/03/2025,Melgaco - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas entre o final da tarde e o inicio da noite,Estavel,23,31,70,95,NE - E,Fracos
31/03/2025,Melgaco - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,31,65,95,NE - E,Fracos
01/03/2025,Ministro Andreazza - RO,Nublado com pancadas de chuva e trovoadas,Estavel,22,31,55,100,NE - E,Fracos
02/03/2025,Ministro Andreazza - RO,Nublado a encoberto com chuva,Estavel,23,29,65,100,NE - E,Fracos
03/03/2025,Ministro Andreazza - RO,Nublado a encoberto com pancadas de chuva e trovoadas,Estavel,23,30,60,100,N - NE,Fracos
07/03/2025,Ministro Andreazza - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,31,55,100,NE,Fracos
08/03/2025,Ministro Andreazza - RO,Nublado a encoberto com pancadas de chuva e trovoadas,Estavel,23,30,65,100,N - NE,Fracos
09/03/2025,Ministro Andreazza - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,31,55,100,N - NE,Fracos
10/03/2025,Ministro Andreazza - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,32,55,100,E - SE,Fracos
11/03/2025,Ministro Andreazza - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,31,60,95,NE - E,Fracos
12/03/2025,Ministro Andreazza - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,30,60,95,NE - E,Fracos
13/03/2025,Ministro Andreazza - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,29,40,90,NE,Fracos
14/03/2025,Ministro Andreazza - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,29,55,95,NE - E,Fracos
15/03/2025,Ministro Andreazza - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,32,55,95,E,Fracos
16/03/2025,Ministro Andreazza - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,31,60,95,NE,Fracos
17/03/2025,Ministro Andreazza - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,30,60,95,NE,Fracos
18/03/2025,Ministro Andreazza - RO,Parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,33,40,95,N,Fracos
19/03/2025,Ministro Andreazza - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,31,45,95,S - E,Fracos
20/03/2025,Ministro Andreazza - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,32,45,95,NW - NE,Fracos
21/03/2025,Ministro Andreazza - RO,Parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,33,45,95,N,Fracos
22/03/2025,Ministro Andreazza - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,32,45,95,NW - N,Fracos
23/03/2025,Ministro Andreazza - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,24,31,45,90,N,Fracos
24/03/2025,Ministro Andreazza - RO,Nublado com pancadas de chuva e trovoadas,Estavel,24,30,45,100,N,Fracos
25/03/2025,Ministro Andreazza - RO,Nublado com pancadas de chuva e trovoadas,Estavel,24,32,55,100,NW - N,Fracos
26/03/2025,Ministro Andreazza - RO,Nublado a encoberto com chuva,Estavel,23,30,65,100,W - NW,Fracos
27/03/2025,Ministro Andreazza - RO,Nublado com pancadas de chuva e trovoadas,Estavel,24,31,60,100,NW - N,Fracos
28/03/2025,Ministro Andreazza - RO,Nublado com pancadas de chuva e trovoadas,Estavel,24,31,60,100,NW - N,Fracos
29/03/2025,Ministro Andreazza - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,24,32,50,95,NW - N,Fracos
30/03/2025,Ministro Andreazza - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,31,55,100,NW - N,Fracos
01/03/2025,Mirante da Serra - RO,Nublado com pancadas de chuva e trovoadas,Estavel,22,32,55,100,NE - E,Fracos
02/03/2025,Mirante da Serra - RO,Nublado a encoberto com chuva,Estavel,23,30,65,100,NE - E,Fracos
03/03/2025,Mirante da Serra - RO,Nublado a encoberto com pancadas de chuva e trovoadas,Estavel,23,31,60,100,N - NE,Fracos
07/03/2025,Mirante da Serra - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,32,55,100,NE,Fracos
08/03/2025,Mirante da Serra - RO,Nublado a encoberto com pancadas de chuva e trovoadas,Estavel,23,31,65,100,N - NE,Fracos
09/03/2025,Mirante da Serra - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,32,55,100,N - NE,Fracos
10/03/2025,Mirante da Serra - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,33,55,100,E - SE,Fracos
11/03/2025,Mirante da Serra - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,32,60,95,NE - E,Fracos
12/03/2025,Mirante da Serra - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,31,60,95,NE - E,Fracos
13/03/2025,Mirante da Serra - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,30,40,90,NE,Fracos
14/03/2025,Mirante da Serra - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,30,55,95,NE - E,Fracos
15/03/2025,Mirante da Serra - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,33,55,95,E,Fracos
16/03/2025,Mirante da Serra - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,32,60,95,NE,Fracos
